시설명,주소,구역지정수,시설물 CCTV 수,시설물 도로표지판 수,시설물 과속방지턱 수,보호구역도로폭,사고건수,위도,경도,평균주행속도,불법주정차위반건수,신호등_150m_개수
가창초등학교,대구광역시 달성군 가창면 가창로 640 ,1,3,9,0,,0,35.77105069,128.648247,52.94,32.4,4
용계초등학교,대구광역시 달성군 가창면 가창로221길 1 ,2,3,25,6,,0,35.80456757,128.6216025,52.94,216.0,12
 미리내어린이집,대구광역시 달서구 감삼길 99 (감삼동),0,0,0,0,10.0,1,35.84998499,128.5433046,34.48,,0
대구감삼초등학교,대구광역시 달서구 당산로 123 (감삼동),8,4,41,13,6.0,1,35.84917998,128.5451459,34.48,22.0,4
대구본리초등학교,대구광역시 달서구 장기로 198 (감삼동),7,4,33,16,8.0,1,35.84457103,128.5386403,34.48,21.6,16
무지개어린이집,대구광역시 달서구 감삼남2길 108 (감삼동),2,2,7,2,6.0,1,35.845311,128.5424424,34.48,,7
연제어린이집,대구광역시 달서구 감삼남길 49 (감삼동),2,1,9,4,10.0,0,35.8480268,128.5398261,34.48,,0
원화유치원,대구광역시 달서구 당산로21안길 49 (감삼동),2,1,8,7,8.0,1,35.84509678,128.5438481,34.48,,4
조은어린이집,대구광역시 달서구 당산로45길 95 (감삼동),2,1,9,4,6.0,2,35.85541593,128.5422125,34.48,,0
동촌성모유치원,대구광역시 동구 해동로 219 (검사동),1,0,12,2,15.0,0,35.88620992,128.6533618,37.55,17.0,0
 예나유치원,"대구광역시 수성구 욱수천로 133 (사월동, 시지2차사월보성타운)",1,1,12,4,15.0,0,35.840293,128.7162017,41.83,2.2,0
고산초등학교,대구광역시 수성구 달구벌대로 3067 (시지동),3,2,38,14,11.0,0,35.84395474,128.693198,41.83,54.2,5
고운어린이집,대구광역시 수성구 노변공원로7길 6-24 (노변동),2,1,19,4,10.0,1,35.83554109,128.6983109,41.83,15.6,6
노변초등학교,대구광역시 수성구 노변공원로 52 (시지동),2,1,39,14,17.5,1,35.83774591,128.6976275,41.83,85.4,4
동산어린이집,대구광역시 수성구 달구벌대로652길 65-6 (욱수동),1,1,11,4,12.0,1,35.832271,128.710217,41.83,,0
매동초등학교,대구광역시 수성구 천을로31길 16 (매호동),2,4,32,9,10.0,0,35.84521248,128.709212,41.83,104.0,0
매호초등학교,대구광역시 수성구 달구벌대로647길 30 (매호동),4,3,74,22,12.5,1,35.841593,128.7121173,41.83,116.6,7
무지개유치원,대구광역시 수성구 용학로 197 (지산동),1,1,12,0,16.5,2,35.844469,128.692702,41.83,142.0,5
비안네유치원,대구광역시 수성구 달구벌대로650길 81 (욱수동),2,2,12,3,6.0,1,35.831299,128.708749,41.83,0.4,3
시지아이숲유치원 ,대구광역시 수성구 달구벌대로625길 25 (시지동),2,1,37,6,16.5,0,35.84429531,128.6994139,41.83,28.8,0
시지어린이집,대구광역시 수성구 고산로 160-15 (매호동),1,1,8,3,11.0,0,35.84478308,128.707746,41.83,43.4,6
시지초등학교,대구광역시 수성구 달구벌대로631길 17 (매호동),4,4,53,10,15.0,0,35.843725,128.7031926,41.83,,4
자연누리유치원,대구광역시 수성구 노변로 101 (노변동),1,1,21,4,10.5,1,35.840502,128.7005283,41.83,1.4,2
전원어린이집,대구광역시 수성구 유니버시아드로68길 16 (욱수동),1,1,14,3,5.0,0,35.82787864,128.706676,41.83,,5
청림초등학교,대구광역시 수성구 고산로 51 (노변동),1,3,16,0,30.0,0,35.83563518,128.7033769,41.83,10.2,5
하늘유치원,대구광역시 수성구 노변공원로3길 10 (노변동),4,2,13,2,6.5,0,35.840338,128.699972,41.83,,0
향뜰어린이집,대구광역시 수성구 천을로 125 (매호동),1,0,8,6,15.0,0,35.844194,128.7042808,41.83,2.4,6
 하늘어린이집,대구광역시 북구 고성로34길 90 (고성동1가),4,3,26,7,,0,35.8793927,128.5881726,32.37,,13
아이별어린이집,대구광역시 북구 고성로34길 63 (고성동2가),0,0,0,0,,0,35.8799004,128.5868329,32.37,,4
 지묘어린이집,대구광역시 동구 파계로 117 (지묘동),1,0,7,0,20.0,0,35.944223,128.6370343,55.62,,7
단비어린이집,대구광역시 동구 팔공로91길 10 (지묘동),2,1,12,3,8.0,0,35.940566,128.644575,55.62,,12
대구공산초등학교,대구광역시 동구 팔공로197길 35 (백안동),1,2,12,6,8.0,0,35.9564807,128.6906261,55.62,32.5,2
대구서촌초등학교,대구광역시 동구 파계로 525-11 (중대동),2,0,10,0,20.0,0,35.98040326,128.6317455,55.62,2.0,0
대구선명학교,대구광역시 동구 팔공산로 225 (덕곡동),2,2,12,2,20.0,0,35.99718756,128.6137631,55.62,,2
대구지묘초등학교,대구광역시 동구 파계로6길 54-3 (지묘동),5,3,28,11,6.0,0,35.942816,128.6389777,55.62,13.25,1
위즈숲유치원,대구광역시 동구 파계로19길 12-7 (지묘동),1,0,4,0,6.0,0,35.94259175,128.6360031,55.62,,0
팔공초등학교,대구광역시 동구 연경지묘로 150 (지묘동),2,0,0,0,20.0,0,35.9471327,128.6252872,55.62,10.0,5
 환타랜드숲유치원,대구광역시 북구 매천로17길 17-1 (매천동),4,1,4,2,,0,35.90434132,128.5386172,59.66,,0
대구관문초등학교,대구광역시 북구 매전로 32 (매천동),2,1,14,2,,0,35.90869975,128.5461085,59.66,14.25,9
매천초등학교,대구광역시 북구 매천로 179 (매천동),4,6,39,3,,0,35.91332533,128.5410377,59.66,44.5,11
미소담어린이집,대구광역시 북구 매전로4길 10-20 (매천동),6,2,27,9,,0,35.90807568,128.5425981,59.66,,18
사수초등학교,대구광역시 북구 내곡로 124 (사수동),3,4,30,2,,0,35.90014717,128.5152503,59.66,4.75,8
삼영초등학교,대구광역시 북구 내곡로 63 (사수동),0,0,0,0,,0,35.901614,128.5096883,59.66,,12
해성유치원,대구광역시 북구 내곡로 123 (사수동),0,0,0,0,,0,35.89756743,128.5182978,59.66,,8
관음어린이집,대구광역시 북구 관음중앙로22길 3 (관음동),4,2,15,4,,0,35.9432277,128.5456811,55.86,39.75,0
관음초등학교,대구광역시 북구 관음동로17길 16 (관음동),5,3,18,5,,0,35.93992099,128.5471123,55.86,,4
대구관남초등학교,대구광역시 북구 칠곡중앙대로91길 10 (관음동),2,5,15,3,,0,35.93683759,128.5477879,55.86,117.75,6
한별유치원,대구광역시 북구 칠곡중앙대로99길 45-21 (관음동),0,0,0,0,,0,35.94061383,128.5456385,55.86,,2
행복숲유치원,"대구광역시 북구 구암로 17 (관음동, 칠곡2차(수정)한양아파트)",1,1,13,3,,1,35.93664054,128.5429351,55.86,,7
 칠곡한솔유치원,대구광역시 북구 태암로18길 20-7 (구암동),4,4,22,7,,0,35.9259879,128.5550239,31.82,,3
 큰뫼생태어린이집,대구광역시 북구 학정로42길 26-24 (구암동),0,0,0,0,,0,35.9250503,128.5583817,31.82,,5
강북초등학교,대구광역시 북구 구암서로 50 (구암동),3,5,45,8,,0,35.9408343,128.566782,31.82,48.0,26
구암어린이집,대구광역시 북구 구암로42길 13-20 (구암동),3,2,13,2,,0,35.9302986,128.5630209,31.82,0.5,3
구암초등학교,대구광역시 북구 학정로 245 (구암동),4,8,63,15,,0,35.92814416,128.5577585,31.82,,8
아이러브유치원,대구광역시 북구 구암로60길 45-14 (구암동),2,2,11,2,,0,35.9382737,128.5688728,31.82,,2
운암초등학교,대구광역시 북구 대천로 148 (구암동),0,0,0,0,,0,35.93569893,128.5656283,31.82,380.25,23
진성유치원,"대구광역시 북구 구암로 170 (구암동, 칠곡2차한라타운)",0,0,0,0,,0,35.93052009,128.5593829,31.82,120.0,13
채송화유치원,대구광역시 북구 학정로48길 42-6 (구암동),5,6,25,11,,0,35.92723501,128.5605621,31.82,,4
칠곡혜성유치원,대구광역시 북구 학정로42길 40 (구암동),6,5,20,5,,0,35.9267826,128.5589679,31.82,,4
구지세현유치원,대구광역시 달성군 구지면 국가산단대로70길 23 ,0,0,0,0,,1,35.66159725,128.4202023,50.3,,0
구지초등학교,대구광역시 달성군 구지면 창리로11길 45-11 ,6,4,21,3,,0,35.66021157,128.4125564,50.3,168.0,4
대구세현초등학교,대구광역시 달성군 구지면 국가산단대로66길 10 ,7,5,42,2,,1,35.65978473,128.4198073,50.3,,14
 도남초등학교,대구광역시 북구 구리로 202 (국우동),7,3,65,9,,1,35.94865981,128.577122,44.54,132.0,14
 라온제나어린이집,대구광역시 북구 도남길 33-9 (국우동),0,0,0,0,,0,35.9522319,128.5800568,44.54,,0
 리더스유치원,대구광역시 북구 학정동로13길 12 (학정동),5,16,37,15,,1,35.9502955,128.5665514,44.54,,8
 미술관유치원,대구광역시 북구 학남로1길 2-11 (학정동),0,0,0,0,,1,35.9490276,128.5662986,44.54,,41
 반디어린이집,대구광역시 북구 학정동로 84 (학정동),12,3,32,7,,1,35.9512033,128.5682272,44.54,,5
국우초등학교,대구광역시 북구 도남중앙로10길 45 (국우동),4,0,0,0,,0,35.95616,128.5858,44.54,,0
금빛유치원,대구광역시 동구 반야월로 208-1 (동호동),4,2,20,9,8.0,0,35.87172556,128.711336,44.54,,7
대구가톨릭대학교부설유치원,대구광역시 동구 안심로 300 (동호동),3,1,7,2,20.0,0,35.865592,128.7176258,44.54,,11
대구동호초등학교,대구광역시 동구 동호로 25 (동호동),1,1,18,2,20.0,0,35.8653521,128.7204858,44.54,25.5,10
동호어린이집,대구광역시 동구 안심로51길 120 (동호동),0,0,0,0,8.0,0,35.871609,128.713137,44.54,,18
아름다운유치원,대구광역시 동구 동호로2길 37-17 (동호동),3,1,14,3,,0,35.86536,128.7245,44.54,,9
에트라움어린이집,대구광역시 북구 학남로1길 29 (학정동),0,0,0,0,,0,35.951241,128.566044,44.54,,17
옥스포드유치원,대구광역시 북구 구리로 169 (국우동),0,0,0,0,,0,35.9479921,128.5731257,44.54,,3
학남어린이집,대구광역시 북구 주좌길 34 (학정동),0,0,0,0,,1,35.95070348,128.5692323,44.54,88.75,0
학남초등학교,대구광역시 북구 학정동로 23 (국우동),2,3,23,4,,0,35.9462397,128.5662836,44.54,,5
학정초등학교,대구광역시 북구 학남로 32 (학정동),6,2,28,6,,1,35.94822675,128.568978,44.54,75.25,19
해와달어린이집,대구광역시 북구 도남길 57-1 (국우동),1,2,12,6,,0,35.9540283,128.5805954,44.54,,0
효성유치원,대구광역시 북구 동암로37길 17 (국우동),3,1,13,8,,0,35.9448653,128.5710848,44.54,,0
꿈나무어린이집,대구광역시 중구 남산로1길 46-5 (남산동),2,1,9,3,9.0,0,35.85848306,128.5805841,33.32,,5
남산교회어린이집,대구광역시 중구 관덕정길 16 (남산동),2,1,12,5,8.0,0,35.8650401,128.590565,33.32,,2
남산초등학교,대구광역시 중구 남산로 70 (남산동),3,6,62,5,20.5,0,35.863204,128.5827598,33.32,100.0,22
대구삼성어린이집,대구광역시 중구 달구벌대로 2016-40 (남산동),2,1,20,4,7.5,0,35.864469,128.584301,33.32,,13
명덕초등학교,대구광역시 중구 남산로2길 125 (남산동),12,10,88,23,9.5,0,35.85754073,128.5890267,33.32,155.75,4
백합어린이집,대구광역시 중구 남산로4길 111 (남산동),1,0,12,0,10.5,0,35.86232188,128.5860582,33.32,,0
보나유치원,대구광역시 중구 남산로7길 86 (남산동),2,0,0,0,9.0,0,35.860456,128.579243,33.32,,0
성모유치원,대구광역시 중구 남산로4길 78 (남산동),3,1,25,9,10.5,0,35.86070072,128.5857647,33.32,,0
경운초등학교,대구광역시 서구 평리로54길 16 (내당동),19,7,14,26,10.0,0,35.86087951,128.552788,30.86,112.6,0
내서초등학교,대구광역시 서구 달구벌대로371길 35 (내당동),13,8,28,20,9.0,0,35.86381875,128.5667588,30.86,201.0,0
다인어린이집,대구광역시 서구 달서로7길 9 (내당동),4,0,4,2,30.0,0,35.8649326,128.5700955,30.86,78.0,4
동양유치원,대구광역시 서구 평리로78길 8-12 (내당동),2,1,3,4,7.0,0,35.8654976,128.5651622,30.86,,17
두류초등학교,대구광역시 서구 달구벌대로357길 22 (내당동),13,5,13,21,8.0,0,35.8616275,128.559932,30.86,477.8,6
상지유치원,대구광역시 서구 달서로 33 (내당동),7,2,20,7,8.0,0,35.86586634,128.5703329,30.86,,8
세화유치원,대구광역시 서구 서대구로5길 56 (내당동),6,4,15,6,12.0,0,35.86000712,128.5504904,30.86,,0
우주과학유치원,대구광역시 북구 오봉로6길 9-1 (노원동1가),3,3,14,2,,0,35.8903643,128.5776159,35.22,,19
남동초등학교,대구광역시 달성군 논공읍 논공로 258 ,4,2,29,0,,0,35.72463823,128.456469,58.89,3.2,0
논공어린이집,대구광역시 달성군 논공읍 논공로23길 6-15 ,2,1,13,2,,0,35.730295,128.4470703,58.89,,10
대구금포초등학교,대구광역시 달성군 논공읍 금포초등길 28 ,21,4,63,2,,0,35.77429302,128.4254986,58.89,127.2,33
대구논공초등학교,대구광역시 달성군 논공읍 논공로7길 41 ,0,0,0,0,,0,35.73103879,128.4376482,58.89,117.4,0
대구북동초등학교,대구광역시 달성군 논공읍 논공로11길 18 ,15,15,96,22,,0,35.72947978,128.4413202,58.89,287.4,3
대영유치원,대구광역시 달성군 논공읍 논공중앙로22길 47 ,6,1,17,6,,0,35.72369633,128.4498426,58.89,,0
스탠포드어린이집,대구광역시 달성군 논공읍 논공로5길 198 ,0,0,0,0,,0,35.73015484,128.446495,58.89,,4
신영유치원,대구광역시 달성군 논공읍 논공로17길 14 ,0,0,0,0,,0,35.72964561,128.4429589,58.89,,0
이튼어린이집,대구광역시 달성군 논공읍 논공로17길 16-8 ,0,0,0,0,,0,35.72968405,128.4431574,58.89,,4
꿈이있는 숲속유치원(꿈숲유치원),대구광역시 달성군 다사읍 다사로 64 ,0,0,0,0,,0,35.86624596,128.4591398,40.57,,16
대구다사초등학교,대구광역시 달성군 다사읍 다사로 86 ,7,2,18,4,,0,35.8694288,128.4584848,40.57,244.4,4
대구대실유치원,대구광역시 달성군 다사읍 대실역남로1길 29 ,0,0,0,0,,1,35.85260229,128.4676236,40.57,,14
대구대실초등학교,대구광역시 달성군 다사읍 대실역남로1길 31 ,6,5,76,16,,1,35.85308854,128.4678979,40.57,61.8,14
대구도림초등학교,대구광역시 달성군 다사읍 서재로26길 94 ,3,1,47,3,,0,35.878165,128.4997991,40.57,7.4,0
대구서재초등학교,대구광역시 달성군 다사읍 서재로 100 ,10,6,49,13,,0,35.87192218,128.4983801,40.57,5.0,12
대구세천초등학교,대구광역시 달성군 다사읍 세천로 182-9 ,2,5,32,4,,0,35.87434699,128.4814697,40.57,62.8,19
대구아이누리유치원,대구광역시 달성군 논공읍 논공로15길 20-14 ,0,0,0,0,,0,35.86383095,128.4662651,40.57,,12
대구죽곡초등학교,대구광역시 달성군 다사읍 죽곡1길 18 ,6,7,74,24,,0,35.85679928,128.463332,40.57,1041.8,0
대자연유치원,대구광역시 달성군 다사읍 서재본1길 9-10 ,4,0,0,0,,0,35.873568,128.4950751,40.57,,0
드림아이유치원,대구광역시 달성군 다사읍 매곡로 92 ,0,0,0,0,,0,35.86816274,128.4557523,40.57,,5
매곡초등학교,대구광역시 달성군 다사읍 대실역북로3길 6 ,0,0,0,0,,0,35.86224983,128.4681199,40.57,66.2,7
서동초등학교,대구광역시 달성군 다사읍 서재로7길 55 ,3,2,19,0,,0,35.871804,128.4884318,40.57,204.0,0
서재성모유치원,대구광역시 달성군 다사읍 서재로20길 28-1 ,0,0,0,0,,0,35.870784,128.4999385,40.57,,0
세계어린이집,대구광역시 달성군 다사읍 매곡로4길 36 ,0,0,0,0,,0,35.86500199,128.4542579,40.57,,0
세종유치원,대구광역시 달성군 다사읍 다사로4길 1 ,0,0,0,0,,0,35.86461,128.4603,40.57,,13
숲속예은유치원,대구광역시 달성군 다사읍 죽곡2길 35 ,0,0,0,0,,0,35.85542956,128.4625278,40.57,,12
아이엠어린이집,대구광역시 달성군 다사읍 다사로 103-8 ,0,0,0,0,,0,35.86947794,128.4568706,40.57,,9
어울림유치원,대구광역시 달성군 다사읍 매곡로4길 26-1 ,2,1,4,4,,0,35.86444559,128.4552346,40.57,,0
왕선초등학교,대구광역시 달성군 다사읍 대실역북로 93 ,10,11,77,15,,0,35.863152,128.465206,40.57,271.4,21
은초롱어린이집,대구광역시 달성군 다사읍 서재본1길 11 ,0,0,0,0,,0,35.87318281,128.495596,40.57,,0
죽곡어린이집,대구광역시 달성군 다사읍 달구벌대로174길 17-5 ,0,0,0,0,,0,35.85792905,128.4620448,40.57,,0
해맑은유치원,대구광역시 달성군 다사읍 왕선로 41 ,0,0,0,0,,0,35.8631537,128.4640509,40.57,,19
해피아이어린이집,대구광역시 달성군 다사읍 대실역북로 96 ,0,0,0,0,,0,35.86383242,128.4651405,40.57,,21
 남도초등학교,대구광역시 남구 현충동길 74 (대명동),6,8,85,11,7.0,3,35.84427387,128.5813642,35.31,92.8,6
 대명초등학교,대구광역시 남구 대명로 100 (대명동),5,9,68,11,8.0,1,35.83886877,128.5688886,35.31,244.0,0
 성명초등학교,대구광역시 남구 성당로30길 55 (대명동),8,14,43,7,10.0,1,35.84515216,128.5708254,35.31,168.8,4
가톨릭소화어린이집,대구광역시 남구 현충로39길 74 (대명동),3,3,23,7,7.0,0,35.85011603,128.5769832,35.31,,4
경북유치원,대구광역시 남구 중앙대로40길 10-1 (대명동),3,3,13,2,7.0,0,35.84992534,128.5912659,35.31,,0
경상유치원,대구광역시 남구 현충로48길 31-9 (대명동),2,4,33,8,9.0,0,35.85321709,128.5854639,35.31,,0
계명유치원,대구광역시 남구 명덕로20길 24 (대명동),2,4,18,4,8.0,0,35.85645873,128.5793986,35.31,,5
남대구초등학교,대구광역시 남구 중앙대로47길 55 (대명동),4,7,47,7,7.0,0,35.85355805,128.5864853,35.31,167.0,0
남덕초등학교,대구광역시 남구 앞산순환로93길 33 (대명동),12,7,71,14,7.0,0,35.83304211,128.5739489,35.31,71.6,0
남도어린이집,대구광역시 남구 장전3길 132 (대명동),5,6,41,9,7.0,1,35.84234083,128.5781777,35.31,,3
남명초등학교,대구광역시 남구 큰골4길 41 (대명동),7,9,68,15,11.5,0,35.8343637,128.5819826,35.31,43.4,1
대덕초등학교,대구광역시 남구 대명서로 28 (대명동),9,16,88,19,11.5,0,35.8304316,128.561677,35.31,135.6,4
동학어린이집,대구광역시 남구 자유5길 16 (대명동),3,4,24,11,7.0,0,35.83750833,128.5840424,35.31,,0
룸비니유치원,대구광역시 남구 대명남로 140 (대명동),4,3,26,3,13.0,0,35.83497147,128.5737033,35.31,71.0,6
박애어린이집,대구광역시 남구 대명서2길 45 (대명동),0,0,0,0,8.0,0,35.83199279,128.5626801,35.31,,0
반야유치원,대구광역시 남구 장전1길 92 (대명동),2,3,21,8,8.0,0,35.84023286,128.5760702,35.31,,11
보물섬어린이집,대구광역시 남구 대명로49길 9-5 (대명동),2,3,14,4,8.0,2,35.84228388,128.5824945,35.31,,12
스콜라유치원(구프뢰벨유치원),대구광역시 남구 앞산순환로 467 (대명동),2,3,17,2,,0,35.83248149,128.5760583,35.31,2.8,0
"특수학교(광명,영화,보명,보건,덕희)5개교",대구광역시 남구 성당로50길 33 (대명동),3,5,28,5,7.0,0,35.85594776,128.575077,35.31,,4
화랑어린이집,대구광역시 남구 두류공원로13길 27-5 (대명동),1,1,5,2,6.0,0,35.84257212,128.569401,35.31,,8
계성초등학교,대구광역시 중구 달성로 15 (대신동),3,3,39,5,18.0,0,35.86566471,128.5811278,18.69,26.75,4
 새나래어린이집,"대구광역시 북구 경대로7길 60 (대현동, 성지무궁화아파트)",1,2,7,2,,1,35.88612053,128.6079182,35.87,,0
다인유치원,대구광역시 북구 대현남로 34 (대현동),4,1,50,4,,0,35.88114395,128.607228,35.87,,10
리라어린이집,대구광역시 북구 대현로21길 52 (대현동),1,1,3,2,,1,35.88471833,128.6079209,35.87,,2
신암초등학교,대구광역시 북구 경대로 21 (대현동),5,3,49,1,,0,35.88376396,128.6116222,35.87,5.5,2
혜성어린이집,대구광역시 북구 신천동로148길 55 (대현동),1,2,8,2,,1,35.8841001,128.6050776,35.87,,15
 글로벌씨앤씨어린이집,대구광역시 달서구 월곡로 113-15 (도원동),4,2,13,5,8.0,1,35.80674904,128.5490396,31.93,,19
노전초등학교,대구광역시 달서구 한실로 43 (도원동),2,1,19,0,25.0,0,35.80816336,128.5312014,31.93,85.4,19
대곡유치원,대구광역시 달서구 도원로 42 (도원동),0,0,0,0,30.0,0,35.80600034,128.5352145,31.93,514.0,31
대곡초등학교,대구광역시 달서구 도원남로 60 (도원동),5,5,49,12,25.0,0,35.8032986,128.5357486,31.93,,24
대구교육대학 부설초등학교,대구광역시 달서구 도원남로 19 (도원동),3,2,27,1,25.0,1,35.80596789,128.5323817,31.93,,25
도원유치원,대구광역시 달서구 한실로 137 (도원동),1,1,12,0,15.0,1,35.80474345,128.5421325,31.93,,7
도원초등학교,대구광역시 달서구 도원남로 100-30 (도원동),2,3,33,16,15.0,1,35.80474345,128.5421325,31.93,104.4,7
해오름유치원,대구광역시 달서구 도원남로 54 (도원동),0,0,0,0,25.0,0,35.80397398,128.5348468,31.93,,18
동인초등학교,대구광역시 중구 국채보상로 728 (동인동4가),3,5,23,1,10.0,0,35.86808366,128.6095066,35.43,0.25,4
동평초등학교,대구광역시 북구 동천로 84 (동천동),1,3,19,6,,1,35.93900093,128.5608217,29.97,478.0,11
미래유치원,"대구광역시 북구 팔거천동로 104 (동천동, 칠곡2차보성서한타운)",0,0,0,0,,0,35.93270726,128.5563899,29.97,,11
북부초등학교,대구광역시 북구 동천로 20 (동천동),0,0,0,0,,0,35.9334558,128.559215,29.97,273.0,8
아인슈타인어린이집,대구광역시 북구 동천로 5-13 (동천동),3,2,23,4,,0,35.93229877,128.5569404,29.97,,17
한림유치원,"대구광역시 북구 대천로 101 (동천동, 칠곡3차화성타운)",0,0,0,0,,1,35.93701371,128.5603526,29.97,,20
함지초등학교,대구광역시 북구 동천로 33 (동천동),4,6,42,6,,0,35.93475358,128.5578616,29.97,72.5,8
환타랜드유치원,대구광역시 북구 대천로18길 6 (동천동),4,4,21,5,,0,35.9364615,128.5580673,29.97,,12
대구입석초등학교,대구광역시 동구 아양로 300 (입석동),1,1,21,0,30.0,0,35.89069277,128.6439976,37.55,10.5,3
봄어린이집,대구광역시 동구 동촌로11길 5 (입석동),4,2,10,1,6.0,0,35.889957,128.649666,37.55,,7
금봉어린이집,대구광역시 달서구 야외음악당로39안길 61 (두류동),1,0,6,2,6.0,0,35.85183709,128.5522074,32.95,,8
기쁨어린이집,대구광역시 달서구 야외음악당로39길 41 (두류동),3,1,12,3,8.0,1,35.85384614,128.5543582,32.95,,1
다애어린이집,대구광역시 달서구 명덕로2길 87 (두류동),3,1,12,2,6.0,0,35.85815248,128.5706752,32.95,,0
대구내당초등학교,대구광역시 달서구 명덕로 22-9 (두류동),6,3,31,12,6.0,0,35.86063851,128.5723871,32.95,1.4,8
대구성남초등학교,대구광역시 달서구 성당로47길 35 (두류동),5,6,27,10,8.0,0,35.85332922,128.5722902,32.95,6.0,12
사랑유치원,대구광역시 달서구 야외음악당로41길 68 (두류동),0,0,0,0,6.0,0,35.8568666,128.5560843,32.95,,1
신흥초등학교,대구광역시 달서구 두류공원로 257 (두류동),5,5,33,6,8.0,0,35.85636069,128.5563354,32.95,69.8,1
큐리어스어린이집,대구광역시 달서구 당산로30길 42-7 (두류동),1,1,3,1,8.0,0,35.84727082,128.5514561,32.95,,9
꿈나무어린이집,대구광역시 수성구 들안로2안길 27-15 (두산동),3,2,12,4,6.0,0,35.832741,128.6192884,33.37,,0
들안길초등학교,대구광역시 수성구 들안로16길 58 (두산동),11,11,79,23,13.0,1,35.83886793,128.618451,33.37,538.6,5
모란어린이집,대구광역시 수성구 지산로3길 115 (두산동),3,3,13,4,8.0,0,35.82497799,128.626288,33.37,,9
화니어린이집,대구광역시 수성구 동대구로7길 14-14 (두산동),2,1,11,4,7.0,0,35.834238,128.622789,33.37,,12
 무열대유치원,대구광역시 수성구 무열로 56 (만촌동),1,0,4,0,14.0,0,35.86333136,128.6518315,39.84,,0
김샘학원 ,대구광역시 수성구 달구벌대로525길 6 (만촌동),1,1,5,2,10.0,0,35.85733531,128.650123,39.84,47.6,12
뉴대구어린이집,대구광역시 수성구 교학로 54-1 (만촌동),1,0,7,2,8.0,1,35.85091038,128.6528587,39.84,7.6,4
대청초등학교,대구광역시 수성구 교학로12길 42 (만촌동),5,5,45,11,10.5,1,35.85090774,128.6501668,39.84,101.8,0
동문초등학교,대구광역시 수성구 효행로2길 111 (만촌동),5,6,55,15,14.0,2,35.874856,128.6524257,39.84,62.0,0
동신유치원,대구광역시 수성구 교학로4길 39 (만촌동),2,2,13,5,7.5,0,35.854779,128.6507608,39.84,415.0,0
동원초등학교,대구광역시 수성구 국채보상로 1000 (만촌동),2,1,35,4,25.0,0,35.86486838,128.639886,39.84,51.8,8
리오바어린이집,대구광역시 수성구 달구벌대로528길 15 (만촌동),1,0,0,4,15.0,0,35.8552529,128.6496113,39.84,,6
만촌아이숲유치원,대구광역시 수성구 달구벌대로522길 166 (만촌동),2,2,8,0,6.0,0,35.851383,128.6441543,39.84,,0
만촌어린이집,대구광역시 수성구 만촌로14길 11-2 (만촌동),1,2,9,2,8.0,0,35.865971,128.644057,39.84,,14
만촌초등학교,대구광역시 수성구 국채보상로214길 33 (만촌동),5,4,39,14,8.0,0,35.86669044,128.6479211,39.84,27.8,4
보노유치원,대구광역시 수성구 국채보상로 955-2 (만촌동),2,1,15,0,17.0,0,35.86791183,128.6353033,39.84,34.2,12
은성어린이집,대구광역시 수성구 교학로7길 16 (만촌동),1,2,5,1,,1,35.85202,128.653,39.84,,2
중앙초등학교,대구광역시 수성구 만촌로 125 (만촌동),3,5,35,10,17.0,0,35.87001293,128.6403507,39.84,211.6,13
프랜즈유치원,대구광역시 수성구 국채보상로200길 9 (만촌동),2,3,14,7,8.0,0,35.86536904,128.640441,39.84,,7
 무태어린이집,대구광역시 북구 서변로3길 79-8 (서변동),8,5,27,2,,0,35.92329453,128.5957434,44.37,,8
 튼튼한어린이집,대구광역시 북구 동변로20길 30-1 (동변동),0,0,0,0,,0,35.92309743,128.601318,44.37,,0
동변초등학교,대구광역시 북구 동변로 60 (동변동),2,3,43,3,,0,35.91913074,128.6041638,44.37,3.25,13
동서변유치원,대구광역시 북구 서변로3길 59 (서변동),0,0,0,0,,0,35.9219561,128.5946241,44.37,,0
북구어린이집,대구광역시 북구 환성정길 17-2 (서변동),0,0,0,0,,0,35.922829,128.5945198,44.37,,0
새동변어린이집,대구광역시 북구 동변로18길 25 (동변동),1,1,10,2,,0,35.9204179,128.6060865,44.37,,0
서변초등학교,대구광역시 북구 호국로43길 35 (서변동),7,6,37,7,,0,35.92075558,128.5950281,44.37,664.0,8
성북초등학교,대구광역시 북구 호국로57길 42 (서변동),4,3,32,5,,0,35.92641014,128.5942114,44.37,125.25,0
신명유치원,대구광역시 북구 동변로20길 15 (동변동),4,8,18,3,,0,35.9219255,128.6020137,44.37,,4
연경초등학교,대구광역시 북구 연경중앙로11길 19 (연경동),5,0,53,4,,0,35.9457235,128.616056,44.37,45.0,7
 미키월드랜드어린이집,대구광역시 동구 동촌로45길 39 (방촌동),2,0,8,0,4.0,0,35.88328972,128.669149,38.96,,0
꽃동산유치원,대구광역시 동구 동촌로48길 24-7 (방촌동),3,1,12,6,6.0,0,35.880095,128.665058,38.96,,2
나현유치원,대구광역시 동구 화랑로88길 90 (방촌동),3,2,20,8,15.0,0,35.87540844,128.6644884,38.96,,0
대구동촌초등학교,대구광역시 동구 동촌로 168 (방촌동),2,1,20,1,8.0,0,35.882087,128.658952,38.96,,0
대구방촌초등학교,대구광역시 동구 동촌로42길 35-14 (방촌동),4,5,24,5,8.0,0,35.88065514,128.6630347,38.96,92.5,0
