시설명,주소,구역지정수,시설물 CCTV 수,시설물 도로표지판 수,시설물 과속방지턱 수,보호구역도로폭,사고건수,위도,경도,평균주행속도,불법주정차위반건수,신호등_150m_개수,위험도_raw,위험도점수(0~100)
보성은하유치원,"대구광역시 달서구 월곡로 320 (상인동, 보성은하아파트)",0,0,0,0,20.0,4,35.82358041,128.5342978,36.08,0.6,20,0.6961210416552043,100.0
아이위드유치원,대구광역시 달서구 장기로 173 (본리동),1,1,16,3,15.0,4,35.84256383,128.5420251,32.6,69.30000000000001,24,0.6726179383245792,95.35784833222762
대구한솔초등학교,대구광역시 달서구 조암남로 172-13 (유천동),2,3,28,6,12.0,4,35.81656683,128.5156958,30.92,21.2,16,0.6482307686149466,90.54108269292989
송일초등학교,대구광역시 달서구 학산로2길 38 (월성동),2,4,25,7,15.0,4,35.82411883,128.5328131,32.97,71.0,26,0.6403337175190265,88.9813180780315
썸머힐어린이집,대구광역시 달서구 조암남로27길 10 (대천동),1,1,4,0,8.0,3,35.81744454,128.5194445,32.97,69.30000000000001,11,0.6201615858980497,84.99707424735307
대구유가초등학교,대구광역시 달성군 유가읍 테크노대로5길 34 ,3,2,55,0,9.0,2,35.69223444,128.4677385,54.32,478.8,15,0.6106444094331932,83.11731496717113
진천유치원,대구광역시 달서구 상화로9길 15 (진천동),2,2,13,7,8.0,3,35.80895431,128.5193669,30.92,19.8,2,0.5938600108360826,79.80219003051619
용지초등학교,대구광역시 수성구 지산로 12 (지산동),5,2,36,8,20.0,2,35.822008,128.632722,47.09,356.6,10,0.5634062834880593,73.78720472369068
칠성초등학교,대구광역시 북구 침산남로32길 17 (침산동),4,4,28,7,9.0,2,35.88703349,128.5932396,37.06,542.0,9,0.562536616942186,73.6154348961262
무지개유치원,대구광역시 수성구 용학로 197 (지산동),1,1,12,0,16.5,2,35.844469,128.692702,41.83,142.0,5,0.5622506842900603,73.55895968435252
대구한샘초등학교,대구광역시 달서구 월배로11길 42 (대천동),3,3,29,8,20.0,3,35.81699982,128.5188133,32.97,69.30000000000001,19,0.5551735365559552,72.16113605677484
대구상원유치원,대구광역시 달서구 학산남로 34 (상인동),0,0,0,0,20.0,2,35.82283958,128.5367112,36.08,69.30000000000001,0,0.5497451565253851,71.08896430746469
성동초등학교,대구광역시 수성구 청수로45길 27 (황금동),3,4,25,7,13.0,2,35.8409043,128.6322828,42.36,245.0,2,0.5463993903763058,70.42813438681813
조은어린이집,대구광역시 달서구 당산로45길 95 (감삼동),2,1,9,4,6.0,2,35.85541593,128.5422125,34.48,69.30000000000001,0,0.5408355394741909,69.3292054759779
월배유치원,대구광역시 달서구 월배로 149-7 (진천동),0,0,0,0,8.0,2,35.81659769,128.5296531,30.92,69.30000000000001,5,0.5395260396210313,69.0705631664165
상화유치원,"대구광역시 달서구 상인서로 76 (상인동, 상인영남화성타운)",2,1,13,3,9.0,2,35.81756,128.5432,36.08,69.30000000000001,8,0.5321909078063438,67.6217845133221
라온어린이집,대구광역시 달서구 조암남로14길 57 (월성동),1,0,3,2,8.0,2,35.82332367,128.525094,32.97,69.30000000000001,13,0.5312934337819492,67.44452236710598
 남도초등학교,대구광역시 남구 현충동길 74 (대명동),6,8,85,11,7.0,3,35.84427387,128.5813642,35.31,92.8,6,0.5232148614185644,65.84890507170651
구지세현유치원,대구광역시 달성군 구지면 국가산단대로70길 23 ,0,0,0,0,9.0,1,35.66159725,128.4202023,50.3,69.30000000000001,0,0.5190053189963583,65.017468724731
은초롱유치원,대구광역시 달서구 서당로7길 93 (신당동),3,3,14,5,10.0,2,35.85425496,128.4938553,35.93,69.30000000000001,10,0.5116784044015271,63.57031307351527
보물섬어린이집,대구광역시 남구 대명로49길 9-5 (대명동),2,3,14,4,8.0,2,35.84228388,128.5824945,35.31,69.30000000000001,12,0.5110174943730637,63.43977522292933
행복숲유치원,"대구광역시 북구 구암로 17 (관음동, 칠곡2차(수정)한양아파트)",1,1,13,3,9.0,1,35.93664054,128.5429351,55.86,69.30000000000001,7,0.5092097177283185,63.082717125183194
태양유치원,대구광역시 달서구 월배로28안길 17-10 (진천동),2,3,10,5,8.0,2,35.81403925,128.5293484,30.92,69.30000000000001,3,0.5083396746031755,62.91087291858629
 자연동화유치원,대구광역시 동구 안심로51길 13-2 (서호동),0,0,0,0,8.0,1,35.86684127,128.712357,45.96,69.30000000000001,0,0.5056550180795462,62.38062027138277
대구비슬초등학교,대구광역시 달성군 유가읍 테크노북로 144 ,4,9,65,0,9.0,2,35.69605694,128.458744,54.32,69.30000000000001,15,0.5053120307777815,62.31287606532992
월성아이세상어린이집,대구광역시 달서구 조암남로10길 42 (월성동),3,1,17,8,8.0,2,35.82283274,128.5260536,32.97,69.30000000000001,14,0.5046650430821542,62.185088046529394
천사유치원,"대구광역시 수성구 신매로 91 (신매동, 시지삼주한라협화타운)",1,1,30,6,20.0,1,35.83749115,128.7069579,45.96,456.4,5,0.5026673805112409,61.79052514541973
학남어린이집,대구광역시 북구 주좌길 34 (학정동),0,0,0,0,9.0,1,35.95070348,128.5692323,44.54,88.75,0,0.5024585979104778,61.749288016658454
키즈하버드어린이집,대구광역시 동구 율하동로8길 75 (율하동),0,0,0,0,8.0,1,35.864335,128.701941,45.96,69.30000000000001,7,0.4971184327136925,60.694539780831434
상인초등학교,대구광역시 달서구 월곡로 211 (상인동),3,3,26,10,8.0,2,35.81293412,128.5426752,36.08,8.2,7,0.49361367136794404,60.00230635542202
제일어린이집,대구광역시 수성구 용학로30길 82 (지산동),1,1,3,1,9.0,1,35.82168,128.6296,47.09,69.30000000000001,5,0.49235022651834565,59.752760474897414
월촌초등학교,대구광역시 달서구 상인서로 60 (상인동),2,3,16,4,15.0,2,35.81635648,128.543274,36.08,28.0,19,0.49057417577165374,59.401968631802326
대구관천초등학교,대구광역시 북구 구암로22길 17 (태전동),4,2,17,5,9.0,1,35.9305641,128.5520482,42.48,288.5,3,0.4868406434964541,58.66455013713843
대구반야월초등학교,대구광역시 동구 안심로49길 70 (서호동),2,2,13,5,6.0,1,35.86827367,128.7107622,45.96,88.5,0,0.4810715700537852,57.52508725316723
율하유치원,대구광역시 동구 안심로16길 19 (율하동),1,1,6,0,8.0,1,35.86633074,128.694752,45.96,69.30000000000001,14,0.47840661370297904,56.99872563213333
화남어린이집,대구광역시 달성군 화원읍 비슬로512길 44 ,2,1,19,6,9.0,1,35.801789,128.498308,49.99,69.30000000000001,10,0.4770990578289004,56.740467282324225
대구유천초등학교,대구광역시 달서구 달서대로 39 (유천동),5,3,40,9,12.0,2,35.81257393,128.5118548,30.92,69.30000000000001,4,0.4764795014301312,56.61809728167507
옥빛유치원,대구광역시 달성군 옥포읍 돌미로2서길 20 ,0,0,0,0,9.0,0,35.77889598,128.4364841,65.3,69.30000000000001,4,0.47402562541823595,56.13342662091673
꼬마또래 어린이집,대구광역시 남구 효동2길 16 (봉덕동),0,0,0,0,10.0,1,35.83768718,128.600747,37.09,69.30000000000001,0,0.47397454432640246,56.12333747769548
진천초등학교,대구광역시 달서구 상화로9길 65 (진천동),3,6,20,13,8.0,2,35.81127897,128.5195481,30.92,69.30000000000001,0,0.47337282178044165,56.004489882083355
 메이플유치원,"대구광역시 북구 영송로 85 (태전동, 한신중앙아파트)",0,0,0,0,9.0,1,35.93279502,128.5426122,42.48,69.30000000000001,17,0.4722599358337851,55.78468123466186
대구강동초등학교,대구광역시 동구 동호로7길 17 (신서동),3,2,18,4,8.0,1,35.86809748,128.7302386,45.96,167.75,13,0.47209151882343514,55.75141680594028
화원유치원,대구광역시 달성군 화원읍 비슬로525길 46 ,0,0,0,0,9.0,0,35.808466,128.5010063,49.99,450.8,6,0.47193389487187437,55.72028413893349
 동심어린이집,대구광역시 달서구 상화로51길 14 (상인동),0,0,0,0,9.0,1,35.80953,128.5425,36.08,69.30000000000001,0,0.47170167826451564,55.67441850595854
동도초등학교,대구광역시 수성구 동대구로57길 8 (범어동),5,3,36,6,8.0,1,35.8570927,128.624038,36.68,555.0,14,0.47069225445799934,55.475044902354334
 지산어린이집,대구광역시 수성구 지산로14길 29 (지산동),1,1,12,6,13.0,1,35.827079,128.635668,47.09,39.8,5,0.4698161628673252,55.30200604950335
대구대실유치원,대구광역시 달성군 다사읍 대실역남로1길 29 ,0,0,0,0,9.0,1,35.85260229,128.4676236,40.57,69.30000000000001,14,0.4695647485233831,55.252348627689116
동문초등학교,대구광역시 수성구 효행로2길 111 (만촌동),5,6,55,15,14.0,2,35.874856,128.6524257,39.84,62.0,0,0.4693122588196324,55.20247880910076
동산어린이집,대구광역시 수성구 달구벌대로652길 65-6 (욱수동),1,1,11,4,12.0,1,35.832271,128.710217,41.83,69.30000000000001,0,0.46745558317796204,54.835762558687065
대구해안초등학교,대구광역시 동구 옻골로 50 (부동),1,2,14,3,12.0,0,35.896174,128.6830241,72.8,6.0,0,0.46542503921388717,54.43470517844601
 미리내어린이집,대구광역시 달서구 감삼길 99 (감삼동),0,0,0,0,10.0,1,35.84998499,128.5433046,34.48,69.30000000000001,0,0.4652922305211908,54.40847382994609
침산ing유치원,대구광역시 북구 침산남로37길 10 (침산동),2,0,0,0,9.0,1,35.8882997,128.5962947,37.06,69.30000000000001,8,0.46520560657676124,54.39136453665635
성산초등학교,대구광역시 달서구 선원남로 173 (용산동),0,0,0,0,25.0,1,35.85789855,128.5189229,33.27,246.2,3,0.465081093843844,54.366771742137274
은성어린이집,대구광역시 수성구 교학로7길 16 (만촌동),1,2,5,1,9.0,1,35.85202,128.653,39.84,69.30000000000001,2,0.46433281354094824,54.21897718891662
예아람학교,대구광역시 달성군 옥포읍 비슬로 1934 ,0,0,0,0,9.0,0,35.78006732,128.4343568,65.3,69.30000000000001,12,0.46426952785726033,54.20647748885807
뉴대구어린이집,대구광역시 수성구 교학로 54-1 (만촌동),1,0,7,2,8.0,1,35.85091038,128.6528587,39.84,7.6,4,0.46421265703813536,54.19524480336396
대구논공초등학교,대구광역시 달성군 논공읍 논공로7길 41 ,0,0,0,0,9.0,0,35.73103879,128.4376482,58.89,117.4,0,0.464045497505687,54.16222874197737
대진초등학교,대구광역시 달서구 상화로 70 (대곡동),4,4,28,6,12.0,2,35.80662752,128.5217528,30.92,1.2,13,0.4629511331573017,53.946078337771475
대구강림초등학교,대구광역시 달성군 옥포읍 돌미로 15 ,8,1,23,0,9.0,0,35.78124474,128.436759,65.3,237.6,16,0.46071571784674537,53.504556349543584
플레이키즈어린이집,대구광역시 달서구 월곡로26안길 17-7 (상인동),1,1,4,0,9.0,1,35.80915,128.5503,36.08,69.30000000000001,2,0.46039583144436513,53.44137485493763
연세유치원,대구광역시 북구 침산남로 165-4 (침산동),3,0,5,2,9.0,1,35.8882443,128.5940851,37.06,69.30000000000001,7,0.4598207574011667,53.327790666025535
신영유치원,대구광역시 달성군 논공읍 논공로17길 14 ,0,0,0,0,9.0,0,35.72964561,128.4429589,58.89,69.30000000000001,0,0.45758044374224616,52.885301193814435
리라어린이집,대구광역시 북구 대현로21길 52 (대현동),1,1,3,2,9.0,1,35.88471833,128.6079209,35.87,69.30000000000001,2,0.45701812674567543,52.77423667834484
하빈초교병설유치원,대구광역시 달성군 하빈면 하빈로 391-1 ,0,0,0,0,9.0,0,35.901692,128.4421117,59.56,69.30000000000001,3,0.4561507003559193,52.602909309136145
비안네유치원,대구광역시 수성구 달구벌대로650길 81 (욱수동),2,2,12,3,6.0,1,35.831299,128.708749,41.83,0.4,3,0.45582049409404896,52.53768951549074
영재어린이집,대구광역시 서구 평리로 146 (중리동),5,0,15,2,24.0,1,35.85854025,128.5403882,50.57,69.30000000000001,29,0.45508687045989443,52.39278983441883
옥포예일유치원,대구광역시 달성군 옥포읍 법화길 61 ,1,0,12,2,9.0,0,35.78659013,128.4462115,65.3,69.30000000000001,11,0.4543052394293294,52.23840810273524
율하초등학교,대구광역시 동구 율하동로15길 1 (율하동),6,4,36,8,6.0,1,35.86781358,128.7015369,45.96,172.25,5,0.45368400053632035,52.11570578880256
행복나무유치원,대구광역시 달서구 성서서로73길 68 (신당동),1,1,5,1,6.0,1,35.85821036,128.496413,35.93,69.30000000000001,8,0.4535197720126839,52.08326863766679
이튼어린이집,대구광역시 달성군 논공읍 논공로17길 16-8 ,0,0,0,0,9.0,0,35.72968405,128.4431574,58.89,69.30000000000001,4,0.45270239496175835,51.92182662778511
스탠포드어린이집,대구광역시 달성군 논공읍 논공로5길 198 ,0,0,0,0,9.0,0,35.73015484,128.446495,58.89,69.30000000000001,4,0.45270239496175835,51.92182662778511
중리초등학교,대구광역시 서구 국채보상로 135 (이현동),9,2,28,2,35.0,1,35.86971383,128.5454299,50.57,104.8,8,0.4525069372974728,51.88322133768881
동평초등학교,대구광역시 북구 동천로 84 (동천동),1,3,19,6,9.0,1,35.93900093,128.5608217,29.97,478.0,11,0.4517146699226126,51.72673879732843
자연누리유치원,대구광역시 수성구 노변로 101 (노변동),1,1,21,4,10.5,1,35.840502,128.7005283,41.83,1.4,2,0.450978593409539,51.58135464253385
 새나래어린이집,"대구광역시 북구 경대로7길 60 (대현동, 성지무궁화아파트)",1,2,7,2,9.0,1,35.88612053,128.6079182,35.87,69.30000000000001,0,0.4505903287060128,51.50466759335328
해성유치원,대구광역시 북구 내곡로 123 (사수동),0,0,0,0,9.0,0,35.89756743,128.5182978,59.66,69.30000000000001,8,0.45038579508165866,51.46426968963587
고운어린이집,대구광역시 수성구 노변공원로7길 6-24 (노변동),2,1,19,4,10.0,1,35.83554109,128.6983109,41.83,15.6,6,0.4498610362554117,51.36062337424626
 미술관유치원,대구광역시 북구 학남로1길 2-11 (학정동),0,0,0,0,9.0,1,35.9490276,128.5662986,44.54,69.30000000000001,41,0.4498443505986498,51.3573277520352
솔리유치원,대구광역시 달서구 조암남로19길 11 (월성동),0,0,0,0,8.0,1,35.81935795,128.5229983,32.97,69.30000000000001,11,0.44902840832795615,51.19616912887709
대구율원초등학교,대구광역시 동구 율하동로 55 (율하동),2,3,21,1,30.0,1,35.864894,128.700743,45.96,142.25,7,0.44885551233863735,51.16202004678028
자연과학어린이집,대구광역시 달성군 현풍읍 현풍동로25길 17 ,0,0,0,0,9.0,0,35.69864,128.4484034,56.15,69.30000000000001,0,0.44846567752528077,51.08502288161779
현풍아이세상어린이집,대구광역시 달성군 현풍읍 현풍중앙로10길 64 ,0,0,0,0,9.0,0,35.69535446,128.448957,56.15,69.30000000000001,0,0.44846567752528077,51.08502288161779
비슬향유치원,대구광역시 달성군 현풍읍 현풍동로22길 17 ,0,0,0,0,9.0,0,35.70048137,128.4508896,56.15,69.30000000000001,0,0.44846567752528077,51.08502288161779
해피키즈유치원,대구광역시 달성군 현풍읍 현풍동로20길 12 ,0,0,0,0,9.0,0,35.69960248,128.4512374,56.15,69.30000000000001,0,0.44846567752528077,51.08502288161779
 환타랜드숲유치원,대구광역시 북구 매천로17길 17-1 (매천동),4,1,4,2,9.0,0,35.90434132,128.5386172,59.66,69.30000000000001,0,0.4479417368793944,50.981538166901586
혜송유치원,"대구광역시 북구 호암로 40 (칠성동2가, 삼성아파트)",0,0,0,0,9.0,1,35.88190419,128.5937835,31.38,69.30000000000001,7,0.4475302749352541,50.90026937769762
대구월서초등학교,대구광역시 달서구 월배로39길 46 (상인동),6,4,56,11,8.0,2,35.82174515,128.5318133,36.08,69.30000000000001,29,0.4474539337756933,50.88519106075412
위즈숲유치원,대구광역시 동구 파계로19길 12-7 (지묘동),1,0,4,0,6.0,0,35.94259175,128.6360031,55.62,69.30000000000001,0,0.4473466494434413,50.86400108703519
대구화원초등학교,대구광역시 달성군 화원읍 비슬로 2580 ,3,5,43,2,9.0,1,35.80302218,128.4993245,49.99,69.30000000000001,7,0.44672332650149366,50.74088714783242
효동초등학교,대구광역시 동구 효동로 78-7 (효목동),3,1,17,0,6.0,1,35.884122,128.6447389,34.53,85.5,7,0.44607572312070415,50.61297752364803
삼영초등학교,대구광역시 북구 내곡로 63 (사수동),0,0,0,0,9.0,0,35.901614,128.5096883,59.66,69.30000000000001,12,0.44550774630117085,50.50079512360654
상록수어린이집,대구광역시 달서구 월배로23길 51 (진천동),2,0,8,3,8.0,1,35.81687806,128.5253391,30.92,69.30000000000001,0,0.4453899557368279,50.4775300399697
한별유치원,대구광역시 북구 칠곡중앙대로99길 45-21 (관음동),0,0,0,0,9.0,0,35.94061383,128.5456385,55.86,69.30000000000001,2,0.4450619516011245,50.412745193297646
포산유치원,대구광역시 달성군 현풍읍 테크노북로 78 ,0,0,0,0,9.0,0,35.69426963,128.4527457,56.15,69.30000000000001,3,0.4448071409399149,50.36241695709579
장원유치원,대구광역시 달성군 현풍읍 현풍동로 49 ,0,0,0,0,9.0,0,35.6948584,128.4504725,56.15,69.30000000000001,3,0.4448071409399149,50.36241695709579
더좋은유치원,"대구광역시 달서구 선원로 241 (용산동, 성서2차보성타운)",1,1,7,0,9.0,1,35.85968,128.5184,33.27,69.30000000000001,6,0.4442075406335377,50.24398852987534
반송초등학교,대구광역시 달성군 옥포읍 용연사길 5 ,3,1,18,4,9.0,0,35.75661793,128.4946927,65.3,2.4,1,0.4439998589184847,50.20296883956734
태암초등학교,대구광역시 북구 칠곡중앙대로52길 56 (태전동),2,3,21,9,9.0,1,35.9230319,128.5505023,42.48,51.5,0,0.44311085227556934,50.02737910522392
아이린유치원,대구광역시 남구 효동길 14 (봉덕동),1,2,14,3,10.0,1,35.83962775,128.5996262,37.09,69.30000000000001,4,0.4424376170412418,49.894406875051914
 반디어린이집,대구광역시 북구 학정동로 84 (학정동),12,3,32,7,9.0,1,35.9512033,128.5682272,44.54,69.30000000000001,5,0.442395543517121,49.88609683712122
기쁨어린이집,대구광역시 달서구 야외음악당로39길 41 (두류동),3,1,12,3,8.0,1,35.85384614,128.5543582,32.95,69.30000000000001,1,0.44205653184918625,49.819137867594534
 궁전어린이집,대구광역시 서구 국채보상로61길 24 (평리동),4,2,6,5,8.0,1,35.8742607,128.5645604,35.23,69.30000000000001,3,0.4415439577612284,49.717898187719165
무지개어린이집,대구광역시 달서구 감삼남2길 108 (감삼동),2,2,7,2,6.0,1,35.845311,128.5424424,34.48,69.30000000000001,7,0.4406906986566239,49.549369031387684
이본유치원,대구광역시 동구 팔공로34길 27 (불로동),2,1,6,0,4.0,0,35.91440895,128.6442396,55.11,69.30000000000001,0,0.4402656071950859,49.46540824504492
신매초등학교,대구광역시 수성구 달구벌대로650길 26 (신매동),3,4,37,18,14.5,1,35.83660884,128.709212,45.96,297.2,8,0.4402598160807383,49.464264428811425
대구세현초등학교,대구광역시 달성군 구지면 국가산단대로66길 10 ,7,5,42,2,9.0,1,35.65978473,128.4198073,50.3,69.30000000000001,14,0.4398721794172989,49.387701425264154
원화유치원,대구광역시 달서구 당산로21안길 49 (감삼동),2,1,8,7,8.0,1,35.84509678,128.5438481,34.48,69.30000000000001,4,0.4394377832577015,49.3019028467368
조암초등학교,대구광역시 달서구 조암로5길 19 (월성동),4,8,41,8,10.0,2,35.82408224,128.5284353,32.97,69.30000000000001,17,0.4393816588738708,49.29081759138404
경전유치원,대구광역시 북구 복현로 11 (복현동),1,3,11,0,9.0,1,35.893506,128.6227636,37.46,69.30000000000001,9,0.4393704555047927,49.28860478834611
칼라풀어린이집,대구광역시 북구 복현로2길 34 (복현동),2,2,16,4,9.0,1,35.8920708,128.6257607,37.46,69.30000000000001,6,0.4393412973861087,49.28284570166833
학정초등학교,대구광역시 북구 학남로 32 (학정동),6,2,28,6,9.0,1,35.94822675,128.568978,44.54,75.25,19,0.43665559306478274,48.75238610154644
테크노초등학교,대구광역시 달성군 유가읍 현풍로 245 ,7,0,0,0,9.0,0,35.70006861,128.4634402,54.32,69.30000000000001,5,0.4362805172149824,48.67830401301548
무산유치원,대구광역시 동구 경안로103길 31 (서호동),6,4,20,17,8.0,1,35.868034,128.712183,45.96,69.30000000000001,3,0.4355790360113143,48.5397528568677
서평초등학교,대구광역시 서구 서대구로45길 60 (평리동),10,1,2,1,8.0,1,35.8782122,128.547905,35.23,5.8,14,0.435127866474901,48.45064133034089
별하나어린이집,대구광역시 수성구 파동로51길 64 (파동),1,0,7,3,8.0,0,35.82268246,128.608831,56.38,69.30000000000001,5,0.43464074193217656,48.354428248323146
한솔어린이집,대구광역시 달서구 성지로16길 69-6 (용산동),2,2,8,1,6.0,1,35.8578109,128.5225034,33.27,69.30000000000001,10,0.434019489144124,48.231723189948646
대구영신초등학교,대구광역시 동구 팔공로50길 32 (봉무동),4,0,14,2,8.0,0,35.92000422,128.646424,55.11,69.30000000000001,0,0.433600802914983,48.1490275156992
호수유치원,대구광역시 동구 팔공로68길 4-5 (봉무동),1,0,3,0,8.0,0,35.92953955,128.642874,55.11,69.30000000000001,9,0.43315478817446174,48.06093412469309
혜성어린이집,대구광역시 북구 신천동로148길 55 (대현동),1,2,8,2,9.0,1,35.8841001,128.6050776,35.87,69.30000000000001,15,0.43164344017170686,47.76242432567302
으뜸유치원,대구광역시 동구 위남로2길 38 (봉무동),1,1,9,3,6.0,0,35.93073599,128.6349831,55.11,69.30000000000001,0,0.4311290773291777,47.660831344793095
신솔정유치원,대구광역시 달성군 옥포읍 비슬로455길 24 ,2,3,19,10,9.0,0,35.791737,128.4687743,65.3,69.30000000000001,0,0.431057100990001,47.646615133501804
대영유치원,대구광역시 달성군 논공읍 논공중앙로22길 47 ,6,1,17,6,9.0,0,35.72369633,128.4498426,58.89,69.30000000000001,0,0.4302089484151434,47.47909457953435
옥포초등학교,대구광역시 달성군 옥포읍 비슬로 2220 ,2,4,21,0,9.0,0,35.78778718,128.4641599,65.3,21.6,3,0.43009552953376784,47.45669295699422
 대구과학어린이집,대구광역시 달서구 와룡로15길 62 (본리동),2,2,12,6,9.0,1,35.83986,128.5336,32.6,69.30000000000001,0,0.4297747925678473,47.39334346563899
대구덕성초등학교,대구광역시 동구 아양로34길 50 (신암동),3,2,18,5,6.0,0,35.88210504,128.6284765,34.16,742.25,6,0.4290997197423901,47.260008288642155
동영유치원,대구광역시 수성구 파동로51길 80 (파동),1,1,7,4,6.0,0,35.82237562,128.6088487,56.38,69.30000000000001,5,0.4288979883089882,47.22016385206562
도원유치원,대구광역시 달서구 한실로 137 (도원동),1,1,12,0,15.0,1,35.80474345,128.5421325,31.93,69.30000000000001,7,0.42873767487251974,47.18849997874644
이바유치원,대구광역시 수성구 파동로30길 61 (파동),2,1,14,3,6.0,0,35.821523,128.615549,56.38,37.8,0,0.4278489057311862,47.0129571538834
 대광어린이집,대구광역시 달서구 용산로4길 32 (본리동),2,2,7,9,6.0,1,35.83843377,128.532385,32.6,69.30000000000001,3,0.4276481535850819,46.9733061385797
논공어린이집,대구광역시 달성군 논공읍 논공로23길 6-15 ,2,1,13,2,9.0,0,35.730295,128.4470703,58.89,69.30000000000001,10,0.4272973155604971,46.9040113183156
참좋은 유치원,대구광역시 남구 삼정2길 36 (봉덕동),1,1,6,1,40.0,1,35.83858034,128.5948414,37.09,69.30000000000001,2,0.4270849239724582,46.86206137022721
한림유치원,"대구광역시 북구 대천로 101 (동천동, 칠곡3차화성타운)",0,0,0,0,9.0,1,35.93701371,128.5603526,29.97,69.30000000000001,20,0.42698617100964636,46.84255644678942
 자연과학유치원,대구광역시 달서구 성지로16길 41 (용산동),6,3,12,4,6.0,1,35.85689206,128.5223818,33.27,69.30000000000001,6,0.4250307154947052,46.45632995779167
월배어린이집,대구광역시 달서구 상화로9길 102-10 (진천동),4,2,12,4,6.0,1,35.81250737,128.5210278,30.92,40.6,2,0.4244838284117687,46.34831303983731
키즈브라운어린이집,대구광역시 수성구 파동로38길 45-3 (파동),2,2,10,5,7.0,0,35.81906166,128.6145928,56.38,69.30000000000001,0,0.42402930927376226,46.25853992584254
월성초등학교,대구광역시 달서구 학산로7길 26 (월성동),0,0,0,0,20.0,1,35.8310902,128.5318969,32.97,69.30000000000001,21,0.4237898081158671,46.211235504638395
노변초등학교,대구광역시 수성구 노변공원로 52 (시지동),2,1,39,14,17.5,1,35.83774591,128.6976275,41.83,85.4,4,0.42377882834652014,46.20906686529453
대구장동초등학교,대구광역시 달서구 달구벌대로304길 112 (장기동),4,3,17,6,15.0,1,35.84478484,128.5317635,38.33,69.30000000000001,8,0.42303709952635726,46.062566310405366
대구관문초등학교,대구광역시 북구 매전로 32 (매천동),2,1,14,2,9.0,0,35.90869975,128.5461085,59.66,14.25,9,0.4230248775001434,46.06015231006787
 지묘어린이집,대구광역시 동구 파계로 117 (지묘동),1,0,7,0,20.0,0,35.944223,128.6370343,55.62,69.30000000000001,7,0.4216300559508099,45.78465791724672
한솔유치원,"대구광역시 달서구 이곡동로 32 (이곡동, 성서와룡타운)",2,2,17,3,20.0,1,35.85286261,128.512059,34.32,69.30000000000001,3,0.42161038426917224,45.780772518436294
팔공초등학교,대구광역시 동구 연경지묘로 150 (지묘동),2,0,0,0,20.0,0,35.9471327,128.6252872,55.62,10.0,5,0.4206780894858633,45.5966328445255
대구동곡초등학교,대구광역시 달성군 하빈면 달구벌대로55길 104-4 ,1,2,9,4,9.0,0,35.87936389,128.4173532,59.56,33.2,8,0.42014647170871877,45.4916318020643
대구서촌초등학교,대구광역시 동구 파계로 525-11 (중대동),2,0,10,0,20.0,0,35.98040326,128.6317455,55.62,2.0,0,0.41915832556950244,45.29646079917002
신당초등학교,대구광역시 달서구 서당로 14 (신당동),2,2,16,7,20.0,1,35.85329967,128.496288,35.93,291.6,29,0.41912539518659664,45.289956643962256
대구용호초등학교,대구광역시 동구 동촌로56길 82 (방촌동),5,4,30,8,8.0,1,35.87735702,128.6723772,38.96,27.5,0,0.4187913378575841,45.2239762172419
늘푸른유치원,대구광역시 달성군 화원읍 명곡로 4 ,0,0,0,0,9.0,0,35.799372,128.4956269,49.99,69.30000000000001,8,0.4182179887612003,45.11073272651846
남동초등학교,대구광역시 달성군 논공읍 논공로 258 ,4,2,29,0,9.0,0,35.72463823,128.456469,58.89,3.2,0,0.4172240725232732,44.914422058237164
달성어린이집,대구광역시 달성군 현풍읍 현풍중앙로10길 74 ,1,3,11,3,9.0,0,35.69608,128.4476,56.15,69.30000000000001,1,0.4162999036479158,44.73188735098199
싱어송유치원,대구광역시 동구 신서로 71-52 (각산동),1,0,4,1,4.0,0,35.875051,128.721113,45.96,69.30000000000001,0,0.4157193550699295,44.617221874188964
키즈로스쿨어린이집,대구광역시 동구 반야월로26길 61-2 (신기동),1,0,4,0,6.0,0,35.870227,128.701366,45.96,69.30000000000001,0,0.4152121086931179,44.51703448272142
 도남초등학교,대구광역시 북구 구리로 202 (국우동),7,3,65,9,9.0,1,35.94865981,128.577122,44.54,132.0,14,0.41492523473579984,44.46037335160733
관음어린이집,대구광역시 북구 관음중앙로22길 3 (관음동),4,2,15,4,9.0,0,35.9432277,128.5456811,55.86,39.75,0,0.41454945101900376,44.38615145064782
단비어린이집,대구광역시 동구 팔공로91길 10 (지묘동),2,1,12,3,8.0,0,35.940566,128.644575,55.62,69.30000000000001,12,0.4140549451986865,44.288480475618854
도담소리숲유치원,대구광역시 달성군 화원읍 인흥2길 79 ,2,1,7,2,9.0,0,35.78843377,128.519735,49.99,69.30000000000001,0,0.4138113137365062,44.240360268573326
동신유치원,대구광역시 수성구 교학로4길 39 (만촌동),2,2,13,5,7.5,0,35.854779,128.6507608,39.84,415.0,0,0.41296701495076193,44.07360088530354
대구하빈초등학교,대구광역시 달성군 하빈면 하빈로 391-1 ,2,2,33,6,9.0,0,35.901692,128.4421117,59.56,69.30000000000001,3,0.4120619153091904,43.89483258600638
대구공산초등학교,대구광역시 동구 팔공로197길 35 (백안동),1,2,12,6,8.0,0,35.9564807,128.6906261,55.62,32.5,2,0.4100538305907663,43.498211182716446
