시설명,주소,구역지정수,시설물 CCTV 수,시설물 도로표지판 수,시설물 과속방지턱 수,보호구역도로폭,사고건수,위도,경도,읍면동
키즈로스쿨어린이집,대구광역시 동구 반야월로26길 61-2 (신기동),1,0,4,0,6,0,35.870227,128.701366,안심동
대구강림초등학교,대구광역시 달성군 옥포읍 돌미로 15 ,8,1,23,0,,0,35.78124474,128.436759,옥포읍
대구금계초등학교,대구광역시 달성군 옥포읍 금계길 55 ,4,5,42,2,,0,35.78883806,128.443791,옥포읍
반송초등학교,대구광역시 달성군 옥포읍 용연사길 5 ,3,1,18,4,,0,35.75661793,128.4946927,옥포읍
신솔정유치원,대구광역시 달성군 옥포읍 비슬로455길 24 ,2,3,19,10,,0,35.791737,128.4687743,옥포읍
예아람학교,대구광역시 달성군 옥포읍 비슬로 1934 ,0,0,0,0,,0,35.78006732,128.4343568,옥포읍
옥빛유치원,대구광역시 달성군 옥포읍 돌미로2서길 20 ,0,0,0,0,,0,35.77889598,128.4364841,옥포읍
옥포예일유치원,대구광역시 달성군 옥포읍 법화길 61 ,1,0,12,2,,0,35.78659013,128.4462115,옥포읍
옥포초등학교,대구광역시 달성군 옥포읍 비슬로 2220 ,2,4,21,0,,0,35.78778718,128.4641599,옥포읍
 자연과학유치원,대구광역시 달서구 성지로16길 41 (용산동),6,3,12,4,6,1,35.85689206,128.5223818,용산동
가야유치원,"대구광역시 달서구 성서동로 350 (용산동, 평화타운)",0,0,0,0,30,0,35.85114028,128.5164431,용산동
대구성지초등학교,대구광역시 달서구 새동네로 27 (용산동),2,2,33,9,20,0,35.85329006,128.5187152,용산동
대구세명학교,대구광역시 달서구 새방로 62 (용산동),1,1,9,0,30,0,35.86341822,128.5243182,용산동
더좋은유치원,"대구광역시 달서구 선원로 241 (용산동, 성서2차보성타운)",1,1,7,0,,1,35.85968,128.5184,용산동
선원초등학교,대구광역시 달서구 선원로33길 105 (용산동),3,2,19,5,12,0,35.86108823,128.5155245,용산동
선혜유치원,대구광역시 달서구 선원로57길 17 (용산동),5,1,16,3,8,0,35.86008631,128.5236318,용산동
성산초등학교,대구광역시 달서구 선원남로 173 (용산동),0,0,0,0,25,1,35.85789855,128.5189229,용산동
용산유치원,대구광역시 달서구 선원로55길 11-8 (용산동),4,2,10,2,6,0,35.85948655,128.5226867,용산동
용산초등학교,대구광역시 달서구 와룡로49길 80 (용산동),6,3,40,21,6,1,35.85522492,128.5320158,용산동
용전초등학교,대구광역시 달서구 용산로 260 (용산동),3,2,34,10,20,0,35.86109075,128.5312555,용산동
은하수어린이집,대구광역시 달서구 달구벌대로301길 58 (용산동),2,1,10,3,10,0,35.85234239,128.532161,용산동
은혜어린이집,대구광역시 달서구 선원로53길 34-10 (용산동),1,1,4,2,6,0,35.86015477,128.5223989,용산동
장산초등학교,대구광역시 달서구 장산로 30 (용산동),3,3,24,1,30,0,35.85483742,128.5265307,용산동
한솔어린이집,대구광역시 달서구 성지로16길 69-6 (용산동),2,2,8,1,6,1,35.8578109,128.5225034,용산동
달성초등학교,대구광역시 서구 고성로 127 (원대동1가),33,14,57,19,15,0,35.88281761,128.5792117,원대동
성산어린이집,대구광역시 서구 옥산로6길 9 (원대동3가),3,4,11,7,8,0,35.885754,128.578864,원대동
 하늘꿈어린이집,대구광역시 달서구 조암로14안길 18-9 (월성동),2,1,11,4,6,0,35.82400034,128.5207155,월성동
대구감천초등학교,대구광역시 달서구 구마로12길 60 (월성동),4,5,38,12,15,0,35.83526704,128.5330982,월성동
대구월암초등학교,대구광역시 달서구 조암로6길 55 (월성동),6,11,98,17,10,2,35.828572,128.5217032,월성동
대구한샘초등학교,대구광역시 달서구 월배로11길 42 (대천동),3,3,29,8,20,3,35.81699982,128.5188133,월성동
라온어린이집,대구광역시 달서구 조암남로14길 57 (월성동),1,0,3,2,8,2,35.82332367,128.525094,월성동
상원어린이집,대구광역시 달서구 조암로 89-23 (월성동),0,0,0,0,8,0,35.82250939,128.5216688,월성동
성서어린이집,대구광역시 달서구 성서서로 89 (월암동),2,1,10,0,,0,35.83312,128.4999,월성동
솔리유치원,대구광역시 달서구 조암남로19길 11 (월성동),0,0,0,0,8,1,35.81935795,128.5229983,월성동
송일초등학교,대구광역시 달서구 학산로2길 38 (월성동),2,4,25,7,15,4,35.82411883,128.5328131,월성동
신월초등학교,대구광역시 달서구 조암남로 100 (월성동),8,3,27,9,20,1,35.82059631,128.5224969,월성동
썸머힐어린이집,대구광역시 달서구 조암남로27길 10 (대천동),1,1,4,0,8,3,35.81744454,128.5194445,월성동
월서유치원,대구광역시 달서구 조암남로16길 34 (월성동),3,3,11,3,25,0,35.822893,128.5225789,월성동
월성아이세상어린이집,대구광역시 달서구 조암남로10길 42 (월성동),3,1,17,8,8,2,35.82283274,128.5260536,월성동
월성초등학교,대구광역시 달서구 학산로7길 26 (월성동),0,0,0,0,20,1,35.8310902,128.5318969,월성동
이노유치원,대구광역시 달서구 조암남로20길 54 (월성동),0,0,0,0,8,0,35.82184592,128.5211982,월성동
조암초등학교,대구광역시 달서구 조암로5길 19 (월성동),4,8,41,8,10,2,35.82408224,128.5284353,월성동
학산초등학교,대구광역시 달서구 월성로 76 (월성동),0,0,0,0,15,0,35.83110683,128.5260862,월성동
대구비슬초등학교,대구광역시 달성군 유가읍 테크노북로 144 ,4,9,65,0,,2,35.69605694,128.458744,유가읍
대구유가초등학교,대구광역시 달성군 유가읍 테크노대로5길 34 ,3,2,55,0,,2,35.69223444,128.4677385,유가읍
테크노초등학교,대구광역시 달성군 유가읍 현풍로 245 ,7,0,0,0,,0,35.70006861,128.4634402,유가읍
대구안일초등학교,대구광역시 동구 율하동로23길 66 (율하동),2,2,40,3,8,0,35.871415,128.6952236,안심동
대구율금초등학교,대구광역시 동구 안심로16길 70 (율하동),5,5,61,5,20,1,35.86188781,128.6918367,안심동
대구율원초등학교,대구광역시 동구 율하동로 55 (율하동),2,3,21,1,30,1,35.864894,128.700743,안심동
율빛유치원,대구광역시 동구 율하서로3길 45 (율하동),0,0,0,0,,0,35.86078,128.6881,안심동
율하유치원,대구광역시 동구 안심로16길 19 (율하동),1,1,6,0,8,1,35.86633074,128.694752,안심동
율하초등학교,대구광역시 동구 율하동로15길 1 (율하동),6,4,36,8,6,1,35.86781358,128.7015369,안심동
키즈하버드어린이집,대구광역시 동구 율하동로8길 75 (율하동),0,0,0,0,8,1,35.864335,128.701941,안심동
파란하늘유치원,대구광역시 동구 금호강변로3길 14 (율하동),3,2,20,0,,0,35.86937,128.6891,안심동
 사랑어린이집,대구광역시 북구 칠곡중앙대로126길 3 (읍내동),0,0,0,0,,0,35.9511061,128.553947,읍내동
교동초등학교,대구광역시 북구 관음중앙로34길 4 (읍내동),4,3,22,10,,0,35.9447886,128.5494726,읍내동
대천초등학교,대구광역시 북구 구암로21길 54 (읍내동),3,3,21,4,,0,35.93721038,128.554364,읍내동
반디유치원,대구광역시 북구 관음동로32길 6-13 (읍내동),1,3,7,2,,0,35.9461262,128.5477343,읍내동
삼성유치원,대구광역시 북구 동암로 21-19 (읍내동),7,6,41,8,,0,35.9474763,128.5535989,읍내동
새솔유치원,"대구광역시 북구 동암로7길 39 (읍내동, 칠곡한서타운)",1,2,7,7,,0,35.94955113,128.5555721,읍내동
예일유치원,"대구광역시 북구 대천로7길 40 (읍내동, 칠곡산호한양아파트)",0,0,0,0,,0,35.94103818,128.5557731,읍내동
움사랑생태어린이집,대구광역시 북구 칠곡중앙대로86길 17-1 (읍내동),3,2,17,2,,0,35.9343405,128.5503227,읍내동
정원어린이집,대구광역시 북구 칠곡중앙대로126길 21-24 (읍내동),0,0,0,0,,0,35.94901771,128.555012,읍내동
칠곡초등학교,대구광역시 북구 칠곡중앙대로110길 5 (읍내동),7,10,71,22,,0,35.94517034,128.5517715,읍내동
태전초등학교,대구광역시 북구 칠곡중앙대로75길 16 (태전동),9,10,40,12,,0,35.97397,128.5345,읍내동
 아이세상유치원,대구광역시 달서구 선원로37남길 13 (이곡동),5,1,16,6,8,0,35.85954502,128.5133311,이곡동
난나유치원,"대구광역시 달서구 성서서로 330 (이곡동, 성서청남타운)",2,1,9,1,30,0,35.85406557,128.5003974,이곡동
성곡초등학교,대구광역시 달서구 선원남로 127 (이곡동),2,8,33,13,25,0,35.85809784,128.5135151,이곡동
성서초등학교,대구광역시 달서구 달구벌대로 1339 (이곡동),3,3,16,3,50,0,35.85196007,128.5144445,이곡동
와룡초등학교,대구광역시 달서구 선원남로 22 (이곡동),1,2,12,4,25,0,35.85706992,128.5018556,이곡동
이곡초등학교,대구광역시 달서구 선원남로 120 (이곡동),0,0,0,0,25,0,35.85684832,128.5137344,이곡동
청아어린이집,대구광역시 달서구 이곡공원로1길 16 (이곡동),2,1,8,1,6,0,35.85620463,128.5082718,이곡동
코끼리어린이집,대구광역시 달서구 성서로72길 97-11 (이곡동),1,1,5,1,,0,35.84998,128.5128,이곡동
큰별어린이집,대구광역시 달서구 선원로23북길 16-10 (이곡동),1,0,4,2,6,0,35.86111393,128.5046831,이곡동
토마토어린이집,대구광역시 달서구 성서동로65길 24 (이곡동),2,0,7,5,8,0,35.85029219,128.5145444,이곡동
한솔유치원,"대구광역시 달서구 이곡동로 32 (이곡동, 성서와룡타운)",2,2,17,3,20,1,35.85286261,128.512059,이곡동
 대봉초등학교,대구광역시 남구 대봉로26길 33 (이천동),3,7,55,8,12.5,1,35.85166437,128.6048051,이천동
더플로우어린이집,대구광역시 남구 대봉로30길 40 (이천동),1,3,10,2,8,0,35.85214855,128.605307,이천동
드림유치원,대구광역시 남구 대봉로30길 36-8 (이천동),0,0,0,0,8,0,35.85170781,128.6051265,이천동
영선초등학교,대구광역시 남구 영선길 96 (이천동),7,11,63,23,8,0,35.85290101,128.5960142,이천동
청동어린이집,대구광역시 남구 이천로28길 42-33 (이천동),1,3,5,3,6,0,35.85359762,128.6000087,이천동
호동어린이집,대구광역시 남구 희망로5길 19 (이천동),2,5,22,6,12.5,0,35.84884861,128.600145,이천동
중리초등학교,대구광역시 서구 국채보상로 135 (이현동),9,2,28,2,35,1,35.86971383,128.5454299,상중이동
대구장동초등학교,대구광역시 달서구 달구벌대로304길 112 (장기동),4,3,17,6,15,1,35.84478484,128.5317635,장기동
대구장성초등학교,대구광역시 달서구 달구벌대로 1429-11 (장기동),6,13,48,19,8,0,35.85035905,128.5232345,장기동
성서예능어린이집,대구광역시 달서구 달구벌대로283길 26 (장기동),0,0,0,0,,0,35.85195,128.5227,장기동
우리아이어린이집,대구광역시 달서구 용산로14길 39 (장기동),1,1,6,2,8,0,35.84313621,128.5329738,장기동
장기초등학교,대구광역시 달서구 장기로 280 (장기동),2,3,24,4,20,0,35.84439346,128.5290637,장기동
하늘정원유치원,"대구광역시 달서구 한들로 70 (장기동, 장기파랑새마을)",0,0,0,0,20,0,35.84660805,128.5264656,장기동
대구예술어린이집,대구광역시 달서구 죽전1안길 14 (죽전동),2,1,6,0,6,0,35.85282869,128.5403127,죽전동
대구죽전초등학교,대구광역시 달서구 죽전길 127 (죽전동),6,7,28,15,10,1,35.85778773,128.5399257,죽전동
리리유치원,대구광역시 수성구 신천동로34길 19 (중동),3,2,22,7,8,0,35.84040378,128.608955,중동
삼육초등학교,대구광역시 수성구 청수로 22-23 (중동),1,1,13,4,6.5,0,35.83976557,128.610697,중동
중동어린이집,대구광역시 수성구 희망로 121 (중동),1,3,9,0,26.5,0,35.84762097,128.612134,중동
 지산어린이집,대구광역시 수성구 지산로14길 29 (지산동),1,1,12,6,13,1,35.827079,128.635668,지산동
대구남양학교,대구광역시 수성구 무학로37안길 6 (지산동),5,5,40,9,9,0,35.834025,128.629108,지산동
두산초등학교,대구광역시 수성구 동대구로6길 31 (지산동),6,8,45,13,9,0,35.83259685,128.6260882,지산동
용지초등학교,대구광역시 수성구 지산로 12 (지산동),5,2,36,8,20,2,35.822008,128.632722,지산동
제일어린이집,대구광역시 수성구 용학로30길 82 (지산동),1,1,3,1,,1,35.82168,128.6296,지산동
지봉초등학교,대구광역시 수성구 지범로31길 45 (지산동),3,3,31,12,10,0,35.82546519,128.6408054,지산동
지산초등학교,대구광역시 수성구 지범로17길 3-14 (지산동),6,4,21,6,8.5,0,35.82695807,128.6301691,지산동
한국예술유치원,대구광역시 수성구 용학로34길 8 (지산동),2,1,13,4,8,0,35.822092,128.6270903,지산동
 사랑마을유치원,대구광역시 달서구 상화북로 7 (진천동),0,0,0,0,8,0,35.80997304,128.527573,진천동
 아이캔유치원,대구광역시 달서구 비슬로 2728-16 (대곡동),2,2,11,3,10,0,35.80876662,128.5148179,진천동
대곡가야유치원,대구광역시 달서구 비슬로538길 7 (대곡동),2,2,13,7,8,0,35.80770731,128.5096029,진천동
대구용천초등학교,대구광역시 달서구 조암남로32길 55 (유천동),2,3,26,5,15,1,35.81972464,128.5125985,진천동
대구유천초등학교,대구광역시 달서구 달서대로 39 (유천동),5,3,40,9,12,2,35.81257393,128.5118548,진천동
대구진월초등학교,대구광역시 달서구 진천로4길 32 (진천동),4,7,42,15,8,0,35.81090267,128.5282878,진천동
대구한솔초등학교,대구광역시 달서구 조암남로 172-13 (유천동),2,3,28,6,12,4,35.81656683,128.5156958,진천동
대구한실초등학교,대구광역시 달서구 한실로6길 108 (대곡동),5,2,25,8,10,0,35.79831438,128.5285689,진천동
대진초등학교,대구광역시 달서구 상화로 70 (대곡동),4,4,28,6,12,2,35.80662752,128.5217528,진천동
명지유치원,대구광역시 달서구 월배로28길 84 (진천동),4,2,10,7,6,0,35.81332941,128.5329179,진천동
사랑마을어린이집,대구광역시 달서구 진천로10길 12 (진천동),1,1,5,3,8,0,35.81303824,128.5253691,진천동
상록수어린이집,대구광역시 달서구 월배로23길 51 (진천동),2,0,8,3,8,1,35.81687806,128.5253391,진천동
아이비어린이집,대구광역시 중구 남산로3안길 20 (남산동),2,1,7,3,8,0,35.80990595,128.5243747,진천동
아이비어린이집,대구광역시 달서구 진천로3길 31 (진천동),2,2,10,0,8,0,35.80990595,128.5243747,진천동
월배어린이집,대구광역시 달서구 상화로9길 102-10 (진천동),4,2,12,4,6,1,35.81250737,128.5210278,진천동
월배유치원,대구광역시 달서구 월배로 149-7 (진천동),0,0,0,0,8,2,35.81659769,128.5296531,진천동
월배초등학교,대구광역시 달서구 월배로 131 (진천동),6,7,73,17,35,2,35.81642334,128.5283129,진천동
자연과예술유치원,대구광역시 달서구 월배로5길 11-4 (유천동),2,1,29,5,8,0,35.81210506,128.516097,진천동
진천유치원,대구광역시 달서구 상화로9길 15 (진천동),2,2,13,7,8,3,35.80895431,128.5193669,진천동
진천초등학교,대구광역시 달서구 상화로9길 65 (진천동),3,6,20,13,8,2,35.81127897,128.5195481,진천동
태양유치원,대구광역시 달서구 월배로28안길 17-10 (진천동),2,3,10,5,8,2,35.81403925,128.5293484,진천동
행복한어린이집,대구광역시 달서구 화암로 301 (대곡동),1,1,10,2,12,0,35.80469338,128.516933,진천동
예원유치원,대구광역시 북구 칠성로 105-21 (칠성동2가),2,1,7,2,,0,35.87931739,128.600701,칠성동
옥산초등학교,대구광역시 북구 칠성시장로23길 55 (칠성동2가),5,7,36,17,,0,35.88089463,128.5978735,칠성동
좋은유치원,"대구광역시 북구 호암로 20 (칠성동2가, 성광우방타운)",6,6,47,12,,1,35.88266282,128.592027,칠성동
혜송유치원,"대구광역시 북구 호암로 40 (칠성동2가, 삼성아파트)",0,0,0,0,,1,35.88190419,128.5937835,칠성동
달산초등학교,대구광역시 북구 옥산로17길 37 (침산동),2,4,23,8,,0,35.88770026,128.5851441,침산동
연세유치원,대구광역시 북구 침산남로 165-4 (침산동),3,0,5,2,,1,35.8882443,128.5940851,침산동
칠성초등학교,대구광역시 북구 침산남로32길 17 (침산동),4,4,28,7,,2,35.88703349,128.5932396,침산동
침산ing유치원,대구광역시 북구 침산남로37길 10 (침산동),2,0,0,0,,1,35.8882997,128.5962947,침산동
침산초등학교,대구광역시 북구 성북로 25 (침산동),3,3,35,5,,0,35.8911138,128.5850731,침산동
 메이플유치원,"대구광역시 북구 영송로 85 (태전동, 한신중앙아파트)",0,0,0,0,,1,35.93279502,128.5426122,태전동
 엘리트어린이집,대구광역시 북구 칠곡중앙대로43길 13 (태전동),5,3,23,8,,0,35.9150239,128.546879,태전동
 웃는아이어린이집,대구광역시 북구 학정로 110-22 (태전동),1,2,7,1,,0,35.9171941,128.5520429,태전동
