"시설명","시설종류","지정일자","주소","구역지정수","시설물 CCTV 수","시설물 도로표지판 수","시설물 과속방지턱 수","어린이보행자 사고건수 (2020년 ~ 2021년)"
"큐리어스어린이집","어린이집","","대구광역시 달서구 당산로30길 42-7 (두류동)","1","1","3","1","0"
"위즈숲유치원","유치원(일반)","","대구광역시 동구 파계로19길 12-7 (지묘동)","1","0","4","0","0"
"호동어린이집","어린이집","2008년 09월 26일","대구광역시 남구 희망로5길 19 (이천동)","2","5","22","6","0"
"옥스포드유치원","유치원(일반)","","대구광역시 북구 구리로 169 (국우동)","0","0","0","0","0"
"대구월암초등학교","초등학교","","대구광역시 달서구 조암로6길 55 (월성동)","6","11","98","17","0"
"금빛유치원","유치원(일반)","","대구광역시 동구 반야월로 208-1 (동호동)","4","2","20","9","0"
"아이위드유치원","유치원(일반)","","대구광역시 달서구 장기로 173 (본리동)","1","1","16","3","3"
"삼영유치원","유치원(일반)","","대구광역시 북구 내곡로 63-1 (사수동)","0","0","0","0","0"
"삼영초등학교","초등학교","","대구광역시 북구 내곡로 63 (사수동)","0","0","0","0","0"
" 마리아유치원","유치원(일반)","","대구광역시 수성구 범어천로 90 (범어동)","4","16","60","14","1"
"청산어린이집","어린이집","","대구광역시 동구 송라로3길 13-3 (신천동)","1","0","9","2","0"
"동도초등학교","초등학교","","대구광역시 수성구 동대구로57길 8 (범어동)","5","3","36","6","1"
"동도초등학교 병설유치원","유치원(병설)","","대구광역시 수성구 동대구로57길 8 (범어동)","0","0","0","0","1"
"강북초등학교","초등학교","","대구광역시 북구 구암서로 50 (구암동)","3","5","45","8","0"
"북비산초등학교","초등학교","","대구광역시 서구 통학로48길 7 (비산동)","14","7","22","11","0"
"대산초등학교","초등학교","","대구광역시 북구 신천동로 900 (산격동)","5","3","23","7","0"
"운암초등학교","초등학교","","대구광역시 북구 대천로 148 (구암동)","0","0","0","0","0"
"대곡가야유치원","유치원(일반)","","대구광역시 달서구 비슬로538길 7 (대곡동)","2","2","13","7","0"
"대구황금유치원","유치원(일반)","","대구광역시 수성구 청호로 286 (황금동)","2","2","21","1","0"
"청구어린이집","어린이집","","대구광역시 동구 송라로 3-6 (신천동)","1","1","10","2","0"
"칠곡초등학교","초등학교","","대구광역시 북구 칠곡중앙대로110길 5 (읍내동)","7","10","71","22","0"
" 미키월드랜드어린이집","어린이집","","대구광역시 동구 동촌로45길 39 (방촌동)","2","0","8","0","0"
"파동초등학교","초등학교","","대구광역시 수성구 파동로51길 34 (파동)","3","2","29","5","0"
"해성유치원","유치원(일반)","","대구광역시 북구 내곡로 123 (사수동)","0","0","0","0","0"
"옥포초등학교","초등학교","2013년 12월 05일","대구광역시 달성군 옥포읍 비슬로 2220 ","2","4","21","0","0"
"스탠포드어린이집","어린이집","2014년 04월 17일","대구광역시 달성군 논공읍 논공로5길 198 ","0","0","0","0","0"
"논공어린이집","어린이집","2014년 04월 17일","대구광역시 달성군 논공읍 논공로23길 6-15 ","2","1","13","2","0"
"신영유치원","유치원(일반)","2010년 07월 28일","대구광역시 달성군 논공읍 논공로17길 14 ","0","0","0","0","0"
"대구아이누리유치원","유치원(일반)","","대구광역시 달성군 논공읍 논공로15길 20-14 ","0","0","0","0","0"
"이튼어린이집","어린이집","","대구광역시 달성군 논공읍 논공로17길 16-8 ","0","0","0","0","0"
"다애어린이집","어린이집","","대구광역시 달서구 명덕로2길 87 (두류동)","3","1","12","2","0"
"반야유치원","유치원(일반)","2000년 08월 30일","대구광역시 남구 장전1길 92 (대명동)","2","3","21","8","0"
"아이러브유치원","유치원(일반)","","대구광역시 북구 구암로60길 45-14 (구암동)","2","2","11","2","0"
"키즈오르다어린이집","어린이집","","대구광역시 동구 국채보상로165길 31 (신천동)","1","0","9","2","0"
"대구성남초등학교","초등학교","","대구광역시 달서구 성당로47길 35 (두류동)","5","6","27","10","0"
"명지유치원","유치원(일반)","","대구광역시 달서구 월배로28길 84 (진천동)","4","2","10","7","0"
"대구근로복지공단어린이집","어린이집","","대구광역시 서구 서대구로17길 28 (중리동)","7","3","9","4","0"
"장기초등학교","초등학교","","대구광역시 달서구 장기로 280 (장기동)","2","3","24","4","0"
"사수초등학교","초등학교","","대구광역시 북구 내곡로 124 (사수동)","3","4","30","2","0"
"하늘정원유치원","유치원(일반)","","대구광역시 달서구 한들로 70 (장기동, 장기파랑새마을)","0","0","0","0","0"
"가창초등학교","초등학교","1997년 10월 10일","대구광역시 달성군 가창면 가창로 640 ","1","3","9","0","0"
"가창초교병설","유치원(병설)","1997년 10월 10일","대구광역시 달성군 가창면 가창로 640 ","0","0","0","0","0"
"대구대실유치원","유치원(병설)","","대구광역시 달성군 다사읍 대실역남로1길 29 ","0","0","0","0","0"
"대구대실초등학교","초등학교","2016년 02월 24일","대구광역시 달성군 다사읍 대실역남로1길 31 ","6","5","76","16","0"
"황금초등학교","초등학교","","대구광역시 수성구 들안로32길 22 (황금동)","4","5","28","12","0"
"학산초등학교","초등학교","","대구광역시 달서구 월성로 76 (월성동)","0","0","0","0","0"
"파프리카유치원","유치원(일반)","","대구광역시 달서구 대명천로21길 10 (성당동)","1","1","5","4","0"
"수피아어린이집","어린이집","","대구광역시 동구 메디밸리로8길 11 (사복동)","0","0","0","0","0"
"수피아유치원","유치원(일반)","","대구광역시 동구 메디밸리로8길 11 (사복동)","0","0","0","0","0"
" 소원어린이집","어린이집","","대구광역시 동구 아양로52길 17 (효목동)","1","1","4","2","0"
"하빈초교병설유치원","유치원(병설)","","대구광역시 달성군 하빈면 하빈로 391-1 ","0","0","0","0","0"
"대구하빈초등학교","초등학교","","대구광역시 달성군 하빈면 하빈로 391-1 ","2","2","33","6","0"
"동신유치원","유치원(일반)","2008년 09월 25일","대구광역시 수성구 교학로4길 39 (만촌동)","2","2","13","5","0"
"대서초등학교","초등학교","","대구광역시 달서구 송현로 9 (상인동)","1","0","0","0","0"
"가나유치원","유치원(일반)","","대구광역시 달서구 송현로7길 15 (상인동)","2","3","24","4","0"
"성북초등학교","초등학교","","대구광역시 북구 호국로57길 42 (서변동)","4","3","32","5","0"
"은성어린이집","어린이집","","대구광역시 수성구 교학로7길 16 (만촌동)","1","2","5","1","0"
"미래유치원","유치원(일반)","","대구광역시 북구 팔거천동로 104 (동천동, 칠곡2차보성서한타운)","0","0","0","0","0"
"대청초등학교","초등학교","","대구광역시 수성구 교학로12길 42 (만촌동)","5","5","45","11","0"
"아인슈타인어린이집","어린이집","","대구광역시 북구 동천로 5-13 (동천동)","3","2","23","4","0"
"뉴대구어린이집","어린이집","","대구광역시 수성구 교학로 54-1 (만촌동)","1","0","7","2","0"
"온누리유치원","유치원(일반)","","대구광역시 동구 안심로7길 21 (용계동)","1","1","6","4","0"
"용산초등학교","초등학교","","대구광역시 달서구 와룡로49길 80 (용산동)","6","3","40","21","0"
"북부초등학교","초등학교","","대구광역시 북구 동천로 20 (동천동)","0","0","0","0","0"
"경동초등학교","초등학교","","대구광역시 수성구 청호로76길 12 (범어동)","3","4","47","11","0"
"수성초등학교","초등학교","","대구광역시 수성구 상화로5길 40 (상동)","4","2","37","13","0"
"봄어린이집","어린이집","","대구광역시 동구 동촌로11길 5 (입석동)","4","2","10","1","0"
"효성초등학교","초등학교","","대구광역시 달서구 송현로 81 (송현동)","2","1","19","0","0"
"동천초등학교","초등학교","","대구광역시 수성구 상록로16길 20 (범어동)","6","5","64","18","0"
"다인어린이집","어린이집","","대구광역시 서구 달서로7길 9 (내당동)","4","0","4","2","0"
"옥스퍼드어린이집","어린이집","","대구광역시 달성군 화원읍 인흥길 29 ","0","0","0","0","0"
"가야유치원","유치원(일반)","","대구광역시 달서구 성서동로 350 (용산동, 평화타운)","0","0","0","0","0"
"용전초등학교","초등학교","","대구광역시 달서구 용산로 260 (용산동)","3","2","34","10","0"
"동평초등학교","초등학교","","대구광역시 북구 동천로 84 (동천동)","1","3","19","6","1"
"한림유치원","유치원(일반)","","대구광역시 북구 대천로 101 (동천동, 칠곡3차화성타운)","0","0","0","0","1"
"연경유치원","유치원(일반)","","대구광역시 북구 연경중앙로11길 20 (연경동)","0","0","0","0","0"
"서동초등학교","초등학교","2017년 03월 09일","대구광역시 달성군 다사읍 서재로7길 55 ","3","2","19","0","0"
"서동유치원","유치원(병설)","2017년 03월 09일","대구광역시 달성군 다사읍 서재로7길 55 ","0","0","0","0","0"
"행복이가득한어린이집","어린이집","","대구광역시 서구 달서천로53길 18 (비산동)","7","2","21","7","0"
" 문화어린이집","어린이집","","대구광역시 달서구 송현로7길 51-16 (상인동)","3","0","10","3","0"
"동원초등학교","초등학교","","대구광역시 수성구 국채보상로 1000 (만촌동)","2","1","35","4","0"
" 반디어린이집","어린이집","","대구광역시 북구 학정동로 84 (학정동)","12","3","32","7","1"
" 메이플유치원","유치원(일반)","","대구광역시 북구 영송로 85 (태전동, 한신중앙아파트)","0","0","0","0","0"
"연경초등학교","초등학교","","대구광역시 북구 연경중앙로11길 19 (연경동)","5","0","53","4","0"
" 리더스유치원","유치원(일반)","","대구광역시 북구 학정동로13길 12 (학정동)","5","16","37","15","1"
"환타랜드유치원","유치원(일반)","","대구광역시 북구 대천로18길 6 (동천동)","4","4","21","5","0"
"에트라움어린이집","어린이집","","대구광역시 북구 학남로1길 29 (학정동)","0","0","0","0","0"
"상지유치원","유치원(일반)","","대구광역시 서구 달서로 33 (내당동)","7","2","20","7","0"
"남산교회어린이집","어린이집","2008년 09월 26일","대구광역시 중구 관덕정길 16 (남산동)","2","1","12","5","0"
"대구입석초등학교","초등학교","","대구광역시 동구 아양로 300 (입석동)","1","1","21","0","0"
" 미술관유치원","유치원(일반)","","대구광역시 북구 학남로1길 2-11 (학정동)","0","0","0","0","1"
"창의나라어린이집","어린이집","","대구광역시 서구 문화로51길 9 (평리동)","3","1","10","4","0"
"함지초등학교","초등학교","","대구광역시 북구 동천로 33 (동천동)","4","6","42","6","0"
"신솔정유치원","유치원(일반)","2010년 07월 28일","대구광역시 달성군 옥포읍 비슬로455길 24 ","2","3","19","10","0"
"율하초등학교","초등학교","","대구광역시 동구 율하동로15길 1 (율하동)","6","4","36","8","0"
"프랜즈유치원","유치원(일반)","","대구광역시 수성구 국채보상로200길 9 (만촌동)","2","3","14","7","0"
" 무태어린이집","어린이집","","대구광역시 북구 서변로3길 79-8 (서변동)","8","5","27","2","0"
"장산초등학교","초등학교","","대구광역시 달서구 장산로 30 (용산동)","3","3","24","1","0"
"태전초등학교","초등학교","","대구광역시 북구 칠곡중앙대로75길 16 (태전동)","9","10","40","12","0"
" 대명초등학교","초등학교","","대구광역시 남구 대명로 100 (대명동)","5","9","68","11","0"
"동촌성모유치원","유치원(일반)","","대구광역시 동구 해동로 219 (검사동)","1","0","12","2","0"
"아인유치원","유치원(일반)","","대구광역시 동구 화랑로 558 (용계동)","1","0","2","0","0"
"시지어린이집","어린이집","","대구광역시 수성구 고산로 160-15 (매호동)","1","1","8","3","0"
"만촌어린이집","어린이집","","대구광역시 수성구 만촌로14길 11-2 (만촌동)","1","2","9","2","0"
"산돌유치원","유치원(일반)","","대구광역시 동구 방촌로17길 26 (방촌동)","2","1","6","2","0"
"만촌초등학교","초등학교","","대구광역시 수성구 국채보상로214길 33 (만촌동)","5","4","39","14","0"
"학정초등학교","초등학교","","대구광역시 북구 학남로 32 (학정동)","6","2","28","6","1"
"대구관천초등학교","초등학교","","대구광역시 북구 구암로22길 17 (태전동)","4","2","17","5","0"
